Magnificacao;Municao;Label;Circ;Round;df;AR;Mun;Nova classificacao;Classificacao numerica;Classificacao morfometrica
20000;9;GSR9mm2-1MD434-1-attrFilt;0,631;0,685;4,598;1,461;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm2-1MD475-1-attrFilt;0,597;0,757;4,78;1,321;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-1MD480-1-attrFilt;0,707;0,524;4,668;1,908;4;Arredondada e muito circular;5;IrRegular nao esferica
20000;9;GSR9mm2-1MD519-1-attrFilt;0,563;0,783;3,95;1,278;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-1MD683-1-attrFilt;0,506;0,604;6,38;1,656;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-1MD693-1-attrFilt;0,494;0,482;3,992;2,073;4;Sub arredondada e baixa circularidade;9;Irregular arredondada
20000;9;GSR9mm2-1MD767-1-attrFilt;0,597;0,714;4,617;1,400;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-1MD28-1-attrFilt;0,605;0,682;5,214;1,466;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm2-1MD31-1-attrFilt;0,562;0,801;3,351;1,249;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-1MD102-1-attrFilt;0,548;0,715;4,327;1,399;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-1MD379-1-attrFilt;0,554;0,604;4,507;1,657;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm3-1ME257-1-attrFilt;0,553;0,837;5,615;1,195;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm3-1ME354-1-attrFilt;0,548;0,859;4,8;1,164;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm4-1ME70-1-attrFilt;0,306;0,542;5,786;1,845;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm4-1ME185-1-attrFilt;0,368;0,798;5,357;1,254;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm4-1ME187-1-attrFilt;0,572;0,819;5,563;1,222;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm1-1MD286-1-attrFilt;0,502;0,796;4,575;1,256;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm3-1MD44-1-attrFilt;0,603;0,751;4,395;1,332;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm3-1MD114-1-attrFilt;0,563;0,846;4,645;1,182;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm3-1MD123-1-attrFilt;0,545;0,782;3,649;1,279;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME33-1-attrFilt;0,646;0,886;4,638;1,129;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME469-1-attrFilt;0,541;0,596;4,346;1,677;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1ME815-1-attrFilt;0,536;0,68;5,674;1,470;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1ME1256-1-attrFilt;0,659;0,882;4,866;1,133;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm-2-1ME134-1-attrFilt;0,483;0,6;5,731;1,668;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;9;GSR9mm-2-1ME847-1-attrFilt;0,518;0,663;5,734;1,507;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm-2-1ME854-1-attrFilt;0,422;0,741;5,079;1,349;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm-2-1ME864-1-attrFilt;0,491;0,47;5,487;2,128;4;Sub arredondada e baixa circularidade;9;Irregular arredondada
20000;9;GSR9mm-2-1ME865-1-attrFilt;0,513;0,633;4,099;1,579;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1ME361-1-attrFilt;0,57;0,796;4,107;1,256;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME382-1-attrFilt;0,576;0,743;3,207;1,347;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME383-1-attrFilt;0,295;0,454;6,855;2,201;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-1ME396-1-attrFilt;0,527;0,636;4,44;1,572;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1ME462-1-attrFilt;0,642;0,603;4,013;1,658;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-1ME552-1-attrFilt;0,603;0,864;3,699;1,157;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME575-1-attrFilt;0,672;0,796;3,372;1,257;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME578-1-attrFilt;0,563;0,901;2,77;1,110;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME689-1-attrFilt;0,592;0,747;3,241;1,339;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME707-1-attrFilt;0,608;0,719;4,063;1,392;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME752-1-attrFilt;0,347;0,681;6,391;1,469;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;9;GSR9mm5-1ME761-1-attrFilt;0,529;0,772;3,567;1,296;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME822-1-attrFilt;0,626;0,759;3,719;1,318;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME834-1-attrFilt;0,618;0,897;3,614;1,115;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME870-1-attrFilt;0,587;0,842;3,417;1,187;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME881-1-attrFilt;0,454;0,543;3,873;1,841;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm5-1ME926-1-attrFilt;0,449;0,78;3,622;1,283;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME954-1-attrFilt;0,543;0,931;3,287;1,074;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME998-1-attrFilt;0,669;0,886;2,978;1,128;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1026-1-attrFilt;0,746;0,9;2,381;1,111;4;Muito arredondada e muito circular;1;Regular esferica
20000;9;GSR9mm5-1ME1048-1-attrFilt;0,268;0,546;5,736;1,830;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-1ME1054-1-attrFilt;0,648;0,758;3,893;1,319;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1055-1-attrFilt;0,693;0,807;3,048;1,239;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1078-1-attrFilt;0,697;0,839;2,776;1,192;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1080-1-attrFilt;0,498;0,698;3,361;1,434;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm5-1ME1084-1-attrFilt;0,608;0,712;2,876;1,404;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1137-1-attrFilt;0,645;0,767;4,316;1,304;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1182-1-attrFilt;0,594;0,598;2,898;1,673;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1ME1211-1-attrFilt;0,6;0,614;3,238;1,630;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-1ME1215-1-attrFilt;0,74;0,719;1,888;1,391;4;Muito arredondada e muito circular;1;Regular esferica
20000;9;GSR9mm5-1ME1228-1-attrFilt;0,514;0,675;3,25;1,482;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1ME1229-1-attrFilt;0,634;0,734;3,172;1,362;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1233-1-attrFilt;0,668;0,625;3,408;1,600;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-1ME1269-1-attrFilt;0,595;0,7;3,393;1,429;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1ME1368-1-attrFilt;0,61;0,796;3,393;1,256;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1ME1371-1-attrFilt;0,47;0,597;4,738;1,674;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;9;GSR9mm5-1ME1391-1-attrFilt;0,435;0,547;4,074;1,827;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-1ME1398-1-attrFilt;0,532;0,652;3,703;1,534;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSR0.401-10MD70-1-attrFilt;0,58;0,831;3,811;1,203;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.401-10MD480-1-attrFilt;0,503;0,783;4,38;1,278;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.401-10MD482-1-attrFilt;0,518;0,469;2,988;2,133;1;Sub arredondada e baixa circularidade;9;IrRegular nao esferica
20000;0.40;GSR0.402-10MD105-1-attrFilt;0,448;0,594;4,113;1,684;1;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;0.40;GSR0.404-1MD416-1-attrFilt;0,489;0,987;3,486;1,013;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.404-10MD13-1-attrFilt;0,575;0,821;9,839;1,218;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.404-10MD28-1-attrFilt;0,348;0,596;4,542;1,677;1;Arredondada e muito baixa circularidade;8;Irregular
20000;0.40;GSR0.404-10MD29-1-attrFilt;0,608;0,665;5,021;1,505;1;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;0.40;GSR0.404-10ME87-1-attrFilt;0,585;0,658;4,093;1,521;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSR0.404-10ME105-1-attrFilt;0,581;0,786;4,116;1,272;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.404-10ME262-1-attrFilt;0,565;0,705;4,157;1,418;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.405-1MD12-1-attrFilt;0,495;0,503;5,565;1,987;1;Arredondada e baixa circularidade;7;Regular nao esferica
20000;0.40;GSR0.405-1MD46-1-attrFilt;0,563;0,776;4,683;1,289;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.405-10MD50-1-attrFilt;0,408;0,691;4,302;1,447;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;0.40;GSR0.405-10MD359-1-attrFilt;0,621;0,798;4,442;1,253;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;0.40;GSR0.405-10MD367-1-attrFilt;0,476;0,917;3,588;1,090;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSR0.405-10MD507-1-attrFilt;0,454;0,665;4,839;1,504;1;Arredondada e baixa circularidade;7;Regular nao esferica
20000;0.40;GSR0.405-10MD555-1-attrFilt;0,596;0,94;4,566;1,064;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;5.56;GSR5.561-10ME48-1-attrFilt;0,392;0,635;6,73;1,575;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;5.56;GSR5.561-10ME130-1-attrFilt;0,264;0,798;6,81;1,253;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
20000;5.56;GSR5.561-10ME384-1-attrFilt;0,41;0,679;4,732;1,472;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;5.56;GSR5.561-10ME434-1-attrFilt;0,196;0,846;6,884;1,182;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
20000;5.56;GSR5.561-10ME736-1-attrFilt;0,482;0,691;5,738;1,447;2;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm5-10ME1293-1-attrFilt;0,381;0,792;3,439;1,263;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME1290-1-attrFilt;0,505;0,907;3,271;1,103;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME1263-1-attrFilt;0,243;0,528;5,656;1,894;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME1256-1-attrFilt;0,364;0,685;4,457;1,459;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;9;GSR9mm5-10ME1229-1-attrFilt;0,323;0,804;3,861;1,244;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME1224-1-attrFilt;0,364;0,553;3,728;1,807;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME1213-1-attrFilt;0,316;0,58;4,455;1,725;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME1208-1-attrFilt;0,317;0,77;4,305;1,298;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME1198-1-attrFilt;0,616;0,65;4,214;1,538;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-10ME1196-1-attrFilt;0,401;0,674;3,74;1,483;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;9;GSR9mm5-10ME1158-1-attrFilt;0,305;0,348;4,273;2,876;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME1156-1-attrFilt;0,426;0,517;3,273;1,934;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME1153-1-attrFilt;0,459;0,855;3,89;1,170;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME1135-1-attrFilt;0,35;0,8;3,726;1,250;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME1113-1-attrFilt;0,52;0,661;3,705;1,512;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME1024-1-attrFilt;0,419;0,718;3,943;1,393;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME1020-1-attrFilt;0,202;0,441;5,227;2,269;4;Sub arredondada e muito baixa circularidade;12;Irregular
20000;9;GSR9mm5-10ME1017-1-attrFilt;0,479;0,948;3,139;1,055;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME1016-1-attrFilt;0,354;0,671;4,394;1,490;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;9;GSR9mm5-10ME1008-1-attrFilt;0,402;0,625;3,955;1,601;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME997-1-attrFilt;0,435;0,822;3,043;1,216;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME985-1-attrFilt;0,571;0,655;2,838;1,528;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME966-1-attrFilt;0,404;0,511;4,926;1,958;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME657-1-attrFilt;0,478;0,577;3,14;1,733;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;9;GSR9mm5-10ME653-1-attrFilt;0,455;0,621;3,901;1,610;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;9;GSR9mm5-10ME633-1-attrFilt;0,558;0,808;3,161;1,238;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME630-1-attrFilt;0,567;0,622;3,14;1,607;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME603-1-attrFilt;0,441;0,64;3,35;1,562;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;9;GSR9mm5-10ME600-1-attrFilt;0,417;0,549;4,487;1,821;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME596-1-attrFilt;0,636;0,83;2,719;1,204;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME544-1-attrFilt;0,319;0,671;4,338;1,491;4;Arredondada e muito baixa circularidade;8;Irregular arredondada
20000;9;GSR9mm5-10ME534-1-attrFilt;0,527;0,797;4,762;1,254;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME458-1-attrFilt;0,512;0,641;3,621;1,561;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME451-1-attrFilt;0,633;0,752;3,254;1,330;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME431-1-attrFilt;0,348;0,421;5,005;2,374;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME411-1-attrFilt;0,469;0,509;4,729;1,963;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm5-10ME399-1-attrFilt;0,443;0,418;4,926;2,393;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME392-1-attrFilt;0,423;0,828;6,586;1,208;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME383-1-attrFilt;0,516;0,505;4,515;1,979;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME382-1-attrFilt;0,521;0,672;3,713;1,489;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME368-1-attrFilt;0,514;0,412;3,496;2,426;4;Sub arredondada e baixa circularidade;9;Irregular
20000;9;GSR9mm5-10ME332-1-attrFilt;0,59;0,848;3,483;1,180;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME321-1-attrFilt;0,597;0,432;4,042;2,314;4;Sub arredondada e baixa circularidade;9;IrRegular nao esferica
20000;9;GSR9mm5-10ME303-1-attrFilt;0,528;0,779;3,928;1,283;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME295-1-attrFilt;0,527;0,939;3,778;1,064;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME294-1-attrFilt;0,456;0,42;4,877;2,382;4;Sub arredondada e baixa circularidade;9;Irregular arredondada
20000;9;GSR9mm5-10ME288-1-attrFilt;0,608;0,679;3,839;1,473;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-10ME286-1-attrFilt;0,392;0,464;4,431;2,154;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME284-1-attrFilt;0,592;0,603;4,137;1,659;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME279-1-attrFilt;0,618;0,804;2,656;1,243;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME278-1-attrFilt;0,556;0,799;3,463;1,252;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME277-1-attrFilt;0,488;0,627;4,726;1,595;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;9;GSR9mm5-10ME274-1-attrFilt;0,457;0,496;5,27;2,017;4;Sub arredondada e baixa circularidade;9;IrRegular nao esferica
20000;9;GSR9mm5-10ME256-1-attrFilt;0,42;0,827;3,436;1,209;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME255-1-attrFilt;0,638;0,596;3,945;1,679;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-10ME254-1-attrFilt;0,73;0,955;3,111;1,047;4;Muito arredondada e muito circular;1;Regular esferica
20000;9;GSR9mm5-10ME247-1-attrFilt;0,443;0,527;4,531;1,898;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME246-1-attrFilt;0,439;0,413;5,397;2,424;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME235-1-attrFilt;0,548;0,745;4,073;1,342;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME212-1-attrFilt;0,514;0,751;4,166;1,331;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME182-1-attrFilt;0,329;0,619;3,516;1,616;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME178-1-attrFilt;0,511;0,877;3,529;1,141;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME177-1-attrFilt;0,359;0,431;4,66;2,322;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME173-1-attrFilt;0,574;0,576;3,883;1,736;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME164-1-attrFilt;0,406;0,448;4,263;2,234;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME159-1-attrFilt;0,511;0,695;3,487;1,439;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm5-10ME158-1-attrFilt;0,384;0,39;4,607;2,566;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME136-1-attrFilt;0,415;0,434;4,015;2,303;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME119-1-attrFilt;0,441;0,644;3,964;1,552;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;9;GSR9mm5-10ME117-1-attrFilt;0,501;0,569;4,529;1,759;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME114-1-attrFilt;0,248;0,699;4,437;1,431;4;Arredondada e muito baixa circularidade;8;Irregular arredondada
20000;9;GSR9mm5-10ME111-1-attrFilt;0,545;0,657;2,863;1,522;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-10ME102-1-attrFilt;0,493;0,963;3,383;1,039;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME95-1-attrFilt;0,628;0,86;2,993;1,163;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME93-1-attrFilt;0,475;0,615;3,878;1,626;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;9;GSR9mm5-10ME86-1-attrFilt;0,628;0,825;3,115;1,213;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME82-1-attrFilt;0,507;0,498;4,547;2,008;4;Sub arredondada e baixa circularidade;9;IrRegular nao esferica
20000;9;GSR9mm5-10ME77-1-attrFilt;0,686;0,752;3,655;1,329;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME62-1-attrFilt;0,346;0,347;5,883;2,886;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;9;GSR9mm5-10ME35-1-attrFilt;0,407;0,709;4,345;1,410;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME31-1-attrFilt;0,484;0,638;5,04;1,568;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm5-10ME24-1-attrFilt;0,283;0,569;5,137;1,758;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME18-1-attrFilt;0,509;0,816;3,639;1,225;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME13-1-attrFilt;0,429;0,789;3,864;1,267;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm2-10MD479-1-attrFilt;0,596;0,834;2,917;1,198;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD440-1-attrFilt;0,626;0,764;4,142;1,308;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm2-10MD436-1-attrFilt;0,558;0,645;3,938;1,551;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10MD433-1-attrFilt;0,561;0,785;4,733;1,274;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD335-1-attrFilt;0,432;0,712;3,841;1,405;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm2-10MD324-1-attrFilt;0,552;0,63;3,161;1,587;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10MD323-1-attrFilt;0,615;0,805;4,181;1,242;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm2-10MD322-1-attrFilt;0,492;0,48;4,782;2,081;4;Sub arredondada e baixa circularidade;9;Irregular arredondada
20000;9;GSR9mm2-10MD307-1-attrFilt;0,544;0,815;3,551;1,227;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD305-1-attrFilt;0,58;0,867;3,829;1,154;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD302-1-attrFilt;0,651;0,675;2,989;1,482;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm2-10MD288-1-attrFilt;0,476;0,53;4,67;1,887;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm2-10MD280-1-attrFilt;0,596;0,867;3,787;1,153;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD241-1-attrFilt;0,523;0,715;5,389;1,399;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD234-1-attrFilt;0,562;0,537;4,7;1,862;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10MD215-1-attrFilt;0,502;0,726;4,995;1,377;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD79-1-attrFilt;0,51;0,609;4,024;1,642;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10MD74-1-attrFilt;0,576;0,862;4,39;1,160;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD59-1-attrFilt;0,38;0,571;4,176;1,750;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm2-10MD6-1-attrFilt;0,638;0,857;5,123;1,167;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME1429-1-attrFilt;0,644;0,698;3,538;1,433;4;Arredondada e Moderadamente circular;6;Regular nao esferica
