Magnificacao;Municao;Label;Circ;Round;df;AR;Mun;Nova classificacao;Classificacao numerica;Classificacao morfometrica
20000;9;GSR9mm5-10ME1385-1-attrFilt;0,423;0,726;3,621;1,377;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-10ME1097-1-attrFilt;0,324;0,581;4,783;1,721;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME808-1-attrFilt;0,6;0,828;4,551;1,207;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME767-1-attrFilt;0,555;0,771;3,633;1,296;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME468-1-attrFilt;0,472;0,662;3,826;1,512;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm5-10ME457-1-attrFilt;0,618;0,857;3,118;1,167;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-10ME362-1-attrFilt;0,563;0,702;4,642;1,425;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME253-1-attrFilt;0,623;0,65;3,205;1,539;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-10ME222-1-attrFilt;0,312;0,632;4,931;1,583;4;Arredondada e muito baixa circularidade;8;Irregular
20000;9;GSR9mm5-10ME186-1-attrFilt;0,539;0,746;3,703;1,340;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-10ME179-1-attrFilt;0,597;0,697;3,239;1,434;4;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm2-10MD590-1-attrFilt;0,667;0,819;2,551;1,220;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm2-10MD454-1-attrFilt;0,624;0,678;3,74;1,475;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm2-10MD383-1-attrFilt;0,494;0,703;3,639;1,422;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD91-1-attrFilt;0,577;0,763;4,025;1,310;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10MD84-1-attrFilt;0,499;0,603;3,955;1,659;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;9;GSR9mm5-1MD433-1-attrFilt;0,731;0,922;2,551;1,085;4;Muito arredondada e muito circular;1;Regular esferica
20000;9;GSR9mm5-1MD334-1-attrFilt;0,606;0,871;3,483;1,148;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1MD289-1-attrFilt;0,628;0,836;3,824;1,197;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1MD265-1-attrFilt;0,52;0,596;3,245;1,679;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1MD252-1-attrFilt;0,563;0,834;4,21;1,199;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1MD162-1-attrFilt;0,652;0,705;3,202;1,419;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1MD158-1-attrFilt;0,548;0,914;3,504;1,094;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1MD153-1-attrFilt;0,584;0,861;3,175;1,162;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1MD126-1-attrFilt;0,625;0,623;4,107;1,605;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-1MD94-1-attrFilt;0,568;0,779;3,275;1,284;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1MD48-1-attrFilt;0,606;0,888;3,529;1,126;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm5-1MD37-1-attrFilt;0,423;0,853;2,945;1,173;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm5-1MD16-1-attrFilt;0,574;0,684;3,294;1,461;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1MD12-1-attrFilt;0,688;0,653;2,963;1,531;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm5-1MD9-1-attrFilt;0,566;0,6;3,006;1,668;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm5-1MD1-1-attrFilt;0,559;0,785;4,088;1,274;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm5-1MD328-1-attrFilt;0,655;0,651;3,562;1,537;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm4-10ME-135-1-attrFilt;0,606;0,794;3,373;1,259;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm4-10ME-65-1-attrFilt;0,529;0,544;4,039;1,837;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm3-10ME208-1-attrFilt;0,546;0,588;3,394;1,702;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm3-10ME48-1-attrFilt;0,675;0,719;3,075;1,391;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm3-10ME44-1-attrFilt;0,579;0,791;3,554;1,265;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm3-10ME38-1-attrFilt;0,695;0,743;2,722;1,345;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm3-10ME2-1-attrFilt;0,411;0,814;3,86;1,229;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;9;GSR9mm3-10ME15-1-attrFilt;0,656;0,984;2,051;1,016;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm4-10MD301-1-attrFilt;0,593;0,591;4,832;1,691;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm4-10MD129-1-attrFilt;0,505;0,796;4,526;1,257;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm3-10MD69-1-attrFilt;0,658;0,752;3,809;1,330;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm3-10MD144-1-attrFilt;0,605;0,588;3,336;1,700;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;5.56;GSR5.56-1-1-TORAX42-1-attrFilt;0,473;0,639;4,015;1,565;2;Arredondada e baixa circularidade;7;Regular nao esferica
20000;9;GSR9mm1-10MD552-1-attrFilt;0,615;0,661;3,019;1,513;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm1-10MD96-1-attrFilt;0,549;0,801;3,575;1,248;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm1-10MD41-1-attrFilt;0,588;0,577;3,975;1,732;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm1-10MD109-1-attrFilt;0,494;0,763;3,455;1,310;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;5.56;GSR5.565-1TORAX94-1-attrFilt;0,491;0,703;3,97;1,423;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;5.56;GSR5.563-1TORAX91-1-attrFilt;0,47;0,913;4,418;1,095;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10ME343-1-attrFilt;0,641;0,809;4,436;1,237;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm2-10ME317-1-attrFilt;0,536;0,539;5,716;1,854;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10ME312-1-attrFilt;0,619;0,787;3,897;1,271;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm2-10ME311-1-attrFilt;0,521;0,536;5,774;1,867;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10ME184-1-attrFilt;0,591;0,774;4,375;1,291;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10ME179-1-attrFilt;0,568;0,657;3,509;1,522;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10ME150-1-attrFilt;0,607;0,868;3,189;1,153;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm2-10ME142-1-attrFilt;0,644;0,547;3,86;1,827;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;9;GSR9mm2-10ME141-1-attrFilt;0,561;0,682;4,443;1,466;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;9;GSR9mm2-10ME126-1-attrFilt;0,603;0,734;3,981;1,362;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;9;GSR9mm2-10ME122-1-attrFilt;0,595;0,887;3,378;1,127;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10ME118-1-attrFilt;0,485;0,398;3,835;2,512;4;Sub arredondada e baixa circularidade;9;Irregular arredondada
20000;9;GSR9mm2-10ME346-1-attrFilt;0,586;0,938;3,827;1,066;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10ME321-1-attrFilt;0,505;0,296;5,095;3,383;4;Sub arredondada e baixa circularidade;9;Irregular
20000;9;GSR9mm2-10ME171-1-attrFilt;0,499;0,806;4,016;1,241;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;9;GSR9mm2-10ME60-1-attrFilt;0,656;0,781;3,738;1,280;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;5.56;GSR5.564-10TORAX368-1-attrFilt;0,546;0,655;3,55;1,526;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;7.62;GSR7.623-10Rosto741-1-attrFilt;0,513;0,841;4,037;1,189;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;7.62;GSR7.623-10Rosto377-1-attrFilt;0,429;0,856;3,232;1,168;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;7.62;GSR7.623-10Rosto340-1-attrFilt;0,446;0,634;4,387;1,578;3;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;7.62;GSR7.623-10Rosto221-1-attrFilt;0,504;0,758;4,287;1,320;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;7.62;GSR7.623-1Rosto227-1-attrFilt;0,432;0,646;4,423;1,548;3;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;7.62;GSR7.624-1TORAX99-1-attrFilt;0,29;0,85;3,70;1,17;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;7.62;GSRGSR7.625.1MD2659-1-attrFilt;0,404;0,802;3,517;1,247;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;7.62;GSRGSR7.625.1MD1824-1-attrFilt;0,524;0,8;4,213;1,249;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;7.62;GSRGSR7.625.1MD1691-1-attrFilt;0,412;0,661;4,399;1,512;3;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;7.62;GSRGSR7.625.1MD63-1-attrFilt;0,518;0,641;4,612;1,561;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;7.62;GSRGSR7.62210TORAX895-1-attrFilt;0,35;0,87;4,73;1,14;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;7.62;GSR7.625-10TORAX151-1-attrFilt;0,50;0,89;4,02;1,12;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;7.62;GSR7.625-10TORAX138-1-attrFilt;0,43;0,69;4,08;1,46;3;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;7.62;GSR.7.62-2-10Rosto12-1-attrFilt;0,517;0,723;3,793;1,384;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;5.56;GSR5.56mm5-1MD986-1-attrFilt;0,404;0,387;4,785;2,584;2;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
20000;5.56;GSR5.56mm5-10ME42-1-attrFilt;0,607;0,597;3,98;1,675;2;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;5.56;GSR5.56mm5-10ME28-1-attrFilt;0,502;0,624;3,937;1,601;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSRMAOSUJAA10.40780-1-attrFilt;0,444;0,624;4,004;1,602;1;Arredondada e muito baixa circularidade;8;Irregular
20000;0.40;GSRMAOSUJAA10.401375-1-attrFilt;0,476;0,567;3,624;1,764;1;Arredondada e baixa circularidade;7;IrRegular nao esferica
20000;0.40;GSRMAOSUJAA10.402936-1-attrFilt;0,487;0,515;3,028;1,942;1;Arredondada e baixa circularidade;7;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.403567-1-attrFilt;0,581;0,61;4,834;1,639;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSRMAOSUJAA10.404185-1-attrFilt;0,573;0,887;3,68;1,128;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.404418-1-attrFilt;0,477;0,817;4,897;1,223;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.405177-1-attrFilt;0,509;0,647;4,332;1,545;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSRMAOSUJAA10.406333-1-attrFilt;0,527;0,767;4,775;1,303;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.407777-1-attrFilt;0,646;0,78;2,639;1,281;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.4010445-1-attrFilt;0,599;0,775;3,664;1,290;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.4011381-1-attrFilt;0,582;0,83;3,327;1,204;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.4012469-1-attrFilt;0,502;0,523;4,244;1,911;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSRMAOSUJAA10.4012637-1-attrFilt;0,53;0,708;4,642;1,413;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA10.4013549-1-attrFilt;0,635;0,685;3,384;1,460;1;Arredondada e Moderadamente circular;6;Regular Semi-esferica
20000;0.40;GSRMAOSUJAA10.4014325-1-attrFilt;0,396;0,679;3,49;1,474;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
20000;0.40;GSRMAOSUJAA20.401845-1-attrFilt;0,441;0,531;4,674;1,884;1;Arredondada e muito baixa circularidade;8;Irregular
20000;0.40;GSRMAOSUJAA20.404342-1-attrFilt;0,441;0,784;4,678;1,275;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;0.40;GSRMAOSUJAA20.404506-1-attrFilt;0,532;0,657;4,382;1,522;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSRMAOSUJAA30.401404-1-attrFilt;0,57;0,782;2,924;1,279;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.401440-1-attrFilt;0,432;0,813;4,065;1,230;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.401663-1-attrFilt;0,479;0,716;3,064;1,396;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.401788-1-attrFilt;0,566;0,955;3,042;1,047;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.405187-1-attrFilt;0,535;0,887;3,06;1,127;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.406956-1-attrFilt;0,412;0,911;2,077;1,098;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.407478-1-attrFilt;0,508;0,579;3,138;1,727;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;0.40;GSRMAOSUJAA30.409497-1-attrFilt;0,559;0,479;2,689;2,086;1;Sub arredondada e baixa circularidade;9;IrRegular nao esferica
20000;0.40;GSRMAOSUJAA30.4010491-1-attrFilt;0,235;0,619;4,459;1,615;1;Arredondada e muito baixa circularidade;8;Irregular
20000;0.40;GSRMAOSUJAA30.4010603-1-attrFilt;0,53;0,833;3,014;1,200;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.4013530-1-attrFilt;0,661;0,823;2,696;1,215;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.4015000-1-attrFilt;0,502;0,818;3,324;1,223;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.4017077-1-attrFilt;0,551;0,968;3,208;1,033;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;GSRMAOSUJAA30.4018497-1-attrFilt;0,491;0,812;3,258;1,232;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;0.40;.401-10part2PbBaSb_009-1-attrFilt;0,38;0,537;4,143;1,864;1;Arredondada e muito baixa circularidade;8;Irregular
20000;0.40;.401-10part5PbBaSb_024-1-attrFilt;0,473;0,696;4,201;1,437;1;Arredondada e baixa circularidade;7;Regular nao esferica
20000;0.40;.404-10part3PbSb_016-1-attrFilt;0,316;0,684;5,998;1,461;1;Arredondada e muito baixa circularidade;8;Irregular arredondada
20000;5.56;A1ML5.56part2PbBaSb_005-1-attrFilt;0,532;0,634;3,796;1,577;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;5.56;A1ML5.56part4PbBaSb_013-1-attrFilt;0,549;0,609;3,265;1,642;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
20000;5.56;A2MS5.56part21PbBaSb_072-1-attrFilt;0,583;0,817;2,58;1,224;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;5.56;A2MS5.56part34PbBaSb_113-1-attrFilt;0,591;0,773;2,787;1,294;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
20000;5.56;A2MS5.56part38PbBaSb_124-1-attrFilt;0,489;0,694;3,247;1,442;2;Arredondada e baixa circularidade;7;Regular nao esferica
20000;5.56;A2MS5.56part43PbBaSb_140-1-attrFilt;0,637;0,809;3,159;1,235;2;Muito arredondado e Moderamente circular;2;Regular nao esferica
25000;0.40;GSR.401-10ME48-1-attrFilt;0,577;0,727;3,784;1,375;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.401-1MD31-1-attrFilt;0,39;0,702;4,103;1,425;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
25000;0.40;GSR0.401-1MD334-1-attrFilt;0,548;0,625;4,185;1,601;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
25000;0.40;GSR0.403-1MD91-1-attrFilt;0,569;0,593;3,378;1,686;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
25000;0.40;GSR0.403-1MD260-1-attrFilt;0,55;0,818;4,225;1,223;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.403-1MD307-1-attrFilt;0,534;0,756;3,454;1,323;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.403-1MD358-1-attrFilt;0,536;0,842;2,706;1,188;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.40-1-1-ME-138-1-attrFilt;0,615;0,809;3,062;1,237;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
25000;0.40;GSR0.40-1-1-ME-180-1-attrFilt;0,514;0,612;4,032;1,635;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
25000;0.40;GSR0.401-10-ME6-1-attrFilt;0,589;0,724;3,689;1,381;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.401-10ME400-1-attrFilt;0,565;0,729;4,262;1,371;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.401-10-ME887-1-attrFilt;0,593;0,633;3,412;1,580;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
25000;0.40;GSR0.401-10-ME927-1-attrFilt;0,453;0,863;3,609;1,159;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.403-1ME64-1-attrFilt;0,472;0,924;4,544;1,082;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.403-10MD112-1-attrFilt;0,564;0,696;3,407;1,438;1;Arredondada e baixa circularidade;7;Regular nao esferica
25000;0.40;GSR0.403-10MD163-1-attrFilt;0,554;0,809;3,612;1,235;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.403-10MD309-1-attrFilt;0,555;0,775;3,196;1,290;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.403-10MD525-1-attrFilt;0,623;0,848;2,513;1,179;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
25000;0.40;GSR0.403-10-ME344-1-attrFilt;0,559;0,799;3,487;1,252;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.403-10-ME473-1-attrFilt;0,32;0,732;3,993;1,366;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
25000;0.40;GSR0.403-10-ME500-1-attrFilt;0,477;0,757;3,998;1,321;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;0.40;GSR0.405-10ME656-1-attrFilt;0,447;0,685;3,104;1,459;1;Arredondada e baixa circularidade;7;Regular nao esferica
25000;0.40;GSR0.405-10ME662-1-attrFilt;0,436;0,553;3,886;1,809;1;Arredondada e muito baixa circularidade;8;Irregular
25000;0.40;GSR0.405-10ME683-1-attrFilt;0,54;0,764;3,898;1,308;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.561-1MD194-1-attrFilt;0,503;0,731;3,827;1,368;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.561-1MD230-1-attrFilt;0,488;0,876;3,632;1,142;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.561-1MD252-1-attrFilt;0,528;0,719;3,797;1,391;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.563-1MD24-1-attrFilt;0,235;0,923;5,627;1,083;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
25000;5.56;GSR5.563-10-ME426-1-attrFilt;0,586;0,922;2,491;1,084;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.563-10-ME555-1-attrFilt;0,565;0,634;4,567;1,578;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
25000;5.56;GSR5.564-1MD19-1-attrFilt;0,453;0,591;3,124;1,692;2;Arredondada e baixa circularidade;7;IrRegular nao esferica
25000;5.56;GSR5.564-1MD190-1-attrFilt;0,329;0,741;3,838;1,349;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
25000;5.56;GSR5.56-2-1ME424-1-attrFilt;0,587;0,872;4,37;1,147;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.56mm1-10MD752-1-attrFilt;0,596;0,966;2,874;1,035;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.56mm1-10MD1173-1-attrFilt;0,472;0,669;3,205;1,494;2;Arredondada e baixa circularidade;7;Regular nao esferica
25000;5.56;GSR5.56mm3-10MD179-1-attrFilt;0,561;0,913;3,054;1,095;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
25000;5.56;GSR5.56mm3-10MD246-1-attrFilt;0,437;0,774;2,491;1,291;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
25000;5.56;GSR5.56mm3-10MD269-1-attrFilt;0,69;0,988;3,371;1,013;2;Muito arredondado e Moderamente circular;2;Regular esferica
