t;x;y;z;a;;;;
2,93217E+14;300.914;15.196.991;54.212.036;3;;1654638171583;;
2,93217E+14;31.096.954;1.437.088;5.786.316;3;;1654638171588;;
2,93217E+14;30.438.538;14.071.655;6.157.425;3;;1654638171593;;
2,93217E+14;2.942.093;14.538.574;65.357.056;3;;1654638171598;;
2,93217E+14;27.553.558;14.897.614;6.777.527;3;;1654638171603;;
2,93217E+14;25.518.494;15.220.795;7.154.602;3;;1654638171608;;
2,93218E+14;2.427.353;15.891.266;75.281.067;3;;1654638171613;;
2,93218E+14;25.063.477;16.585.541;79.506.836;3;;1654638171618;;
2,93218E+14;25.171.356;16.789.093;8.328.964;3;;1654638171623;;
2,93218E+14;2.495.575;16.250.305;8.744.354;3;;1654638171628;;
2,93218E+14;2.566.208;16.453.857;9.128.632;3;;1654638171633;;
2,93218E+14;27.218.323;16.681.366;9.436.279;3;;1654638171638;;
2,93218E+14;29.253.387;16.477.814;9.827.728;3;;1654638171643;;
2,93218E+14;30.821.533;16.681.366;1.013.179;3;;1654638171647;;
2,93218E+14;32.365.875;17.004.547;10.402.344;3;;1654638171652;;
2,93218E+14;35.131.226;16.920.776;1.052.803;3;;1654638171657;;
2,93218E+14;39.632.263;17.495.422;10.573.532;3;;1654638171662;;
2,93218E+14;44.863.586;17.615.051;10.511.276;3;;1654638171667;;
2,93218E+14;5.088.501;17.088.318;10.395.157;3;;1654638171672;;
2,93218E+14;57.229.614;16.813.049;10.206.024;3;;1654638171677;;
2,93218E+14;63.981.323;17.519.226;9.833.725;3;;1654638171682;;
2,93218E+14;69.643.555;18.309.326;9.310.593;3;;1654638171687;;
2,93218E+14;72.887.726;19.159.393;8.753.937;3;;1654638171692;;
2,93218E+14;7.416.855;20.559.998;8.168.549;3;;1654638171697;;
2,93218E+14;7.364.197;22.128.143;7.656.189;3;;1654638171702;;
2,93218E+14;7.073.288;2.417.511;72.300.262;3;;1654638171707;;
2,93218E+14;66.351.624;25.731.354;7.067.215;3;;1654638171712;;
2,93218E+14;61.587.067;27.263.641;71.210.938;3;;1654638171717;;
2,93218E+14;57.301.483;28.053.741;726.474;3;;1654638171722;;
2,93218E+14;53.207.397;28.927.612;7.596.344;3;;1654638171726;;
2,93218E+14;4.913.727;30.028.992;79.231.415;3;;1654638171731;;
2,93218E+14;44.157.257;3.077.118;8.211.639;3;;1654638171736;;
2,93218E+14;38.363.342;3.132.187;8.475.006;3;;1654638171741;;
2,93218E+14;32.689.056;3.172.882;8.780.273;3;;1654638171746;;
2,93218E+14;28.092.194;3.291.397;90.807.495;3;;1654638171751;;
2,93218E+14;24.967.804;34.218.903;9.510.498;3;;1654638171756;;
2,93218E+14;24.177.704;35.691.223;9.851.669;3;;1654638171761;;
2,93218E+14;24.393.158;37.678.528;10.194.046;3;;1654638171766;;
2,93218E+14;25.003.662;40.108.643;10.470.581;3;;1654638171771;;
2,93218E+14;24.105.835;4.179.657;10.660.919;3;;1654638171776;;
2,93218E+14;21.927.185;4.287.384;10.865.616;3;;1654638171781;;
2,93218E+14;19.281.616;4.338.867;11.186.447;3;;1654638171786;;
2,93218E+14;17.821.045;43.041.534;11.688.034;3;;1654638171791;;
2,93218E+14;19.508.972;42.802.124;12.294.952;3;;1654638171796;;
2,93218E+14;24.476.929;43.364.716;12.791.748;3;;1654638171801;;
2,93218E+14;29.792.023;44.322.357;13.196.381;3;;1654638171805;;
2,93218E+14;34.460.754;4.441.818;13.397.491;3;;1654638171810;;
2,93218E+14;38.327.484;442.984;1.351.001;3;;1654638171815;;
2,93218E+14;4.087.723;4.414.276;13.634.506;3;;1654638171820;;
2,93218E+14;4.261.307;4.449.005;13.914.642;3;;1654638171825;;
2,93218E+14;42.553.253;4.535.187;14.253.418;3;;1654638171830;;
2,93218E+14;41.451.874;47.518.616;14.545.502;3;;1654638171835;;
2,93218E+14;37.884.521;50.128.326;14.541.916;3;;1654638171840;;
2,93218E+14;3.151.596;5.057.129;14.438.965;3;;1654638171845;;
2,93218E+14;2.444.107;5.017.624;1.406.308;3;;1654638171850;;
2,93218E+14;19.317.474;4.994.873;13.372.345;3;;1654638171855;;
2,93218E+14;17.042.999;49.050.903;12.612.183;3;;1654638171860;;
2,93218E+14;17.318.268;47.554.626;11.808.929;3;;1654638171865;;
2,93218E+14;19.449.158;46.477.203;11.136.169;3;;1654638171870;;
2,93218E+14;21.388.397;4.578.293;10.666.901;3;;1654638171875;;
2,93218E+14;20.598.297;45.220.184;10.138.977;3;;1654638171880;;
2,93218E+14;18.958.282;45.699.005;9.773.865;3;;1654638171885;;
2,93218E+14;16.707.764;46.872.253;9.620.636;3;;1654638171889;;
2,93218E+14;14.337.463;47.949.677;9.852.875;3;;1654638171894;;
2,93218E+14;12.481.995;4.899.109;10.513.672;3;;1654638171899;;
2,93218E+14;11.201.172;51.193.695;11.352.844;3;;1654638171904;;
2,93218E+14;0.9764557;53.671.722;12.067.505;3;;1654638171909;;
2,93218E+14;0.89027405;55.730.743;12.505.646;3;;1654638171914;;
2,93218E+14;0.97047424;5.622.162;124.565.735;3;;1654638171919;;
2,93218E+14;11.679.993;56.652.527;12.130.951;3;;1654638171924;;
2,93218E+14;1.415.802;57.083.435;11.336.075;3;;1654638171929;;
2,93218E+14;16.779.633;5.774.185;10.226.364;3;;1654638171934;;
2,93218E+14;17.569.733;597.052;8.938.293;3;;1654638171939;;
2,93218E+14;15.726.166;62.853.546;7.565.216;3;;1654638171944;;
2,93218E+14;12.793.274;6.697.159;6.022.156;3;;1654638171949;;
2,93218E+14;0.97766113;71.472.626;4.395.294;3;;1654638171954;;
2,93218E+14;0.826828;7.527.939;27.289.276;3;;1654638171959;;
2,93218E+14;0.77415466;7.864.334;12.708.588;3;;1654638171964;;
2,93218E+14;0.7298584;8.154.022;0.037841797;3;;1654638171968;;
2,93218E+14;0.63768005;842.337;-0.783371;3;;1654638171973;;
2,93218E+14;0.5143738;8.510.757;-1.135.315;3;;1654638171978;;
2,93218E+14;0.45213318;8.552.658;-0.9557495;3;;1654638171983;;
2,93218E+14;0.37670898;863.765;-0.35720825;3;;1654638171988;;
2,93218E+14;0.108566284;8.734.619;0.53105164;3;;1654638171993;;
2,93218E+14;-0.2601471;8.677.155;17.281.494;3;;1654638171998;;
2,93218E+14;-0.77848816;8.483.231;31.598.816;3;;1654638172003;;
2,93218E+14;-13.686.676;8.449.707;47.292.786;3;;1654638172008;;
2,93218E+14;-20.366.364;8.569.412;6.284.317;3;;1654638172013;;
2,93218E+14;-27.249.756;8.677.155;75.161.285;3;;1654638172018;;
2,93218E+14;-33.330.994;8.772.934;8.375.656;3;;1654638172023;;
2,93218E+14;-3.746.109;8.812.424;8.864.059;3;;1654638172028;;
2,93218E+14;-39.508.057;871.666;9.158.554;3;;1654638172033;;
2,93218E+14;-4.081.299;8.513.153;9.308.197;3;;1654638172038;;
2,93218E+14;-410.524;8.365.906;9.357.269;3;;1654638172043;;
2,93218E+14;-4.098.053;842.337;946.022;3;;1654638172048;;
2,93218E+14;-4.039.398;8.482.025;9.607.468;3;;1654638172052;;
2,93218E+14;-402.742;85.143.585;9.680.496;3;;1654638172057;;
2,93218E+14;-4.110.016;8.467.667;9.712.814;3;;1654638172062;;
2,93218E+14;-42.500.763;8.407.806;9.723.587;3;;1654638172067;;
2,93218E+14;-4.300.354;8.357.529;9.693.665;3;;1654638172072;;
2,93218E+14;-42.261.353;8.295.288;9.658.936;3;;1654638172077;;
2,93218E+14;-40.968.475;8.243.805;9.552.399;3;;1654638172082;;
2,93218E+14;-38.263.092;8.295.288;920.285;3;;1654638172087;;
2,93218E+14;-34.192.963;8.335.983;8.694.077;3;;1654638172092;;
2,93218E+14;-30.278.473;8.292.892;817.334;3;;1654638172097;;
2,93218E+14;-26.244.202;8.266.556;75.640.106;3;;1654638172102;;
2,93218E+14;-22.688.751;832.402;6.971.451;3;;1654638172107;;
2,93218E+14;-20.246.735;8.347.961;62.735.443;3;;1654638172112;;
2,93218E+14;-20.115.051;8.328.796;55.241.547;3;;1654638172117;;
2,93218E+14;-2.039.032;8.276.123;4.702.942;3;;1654638172122;;
2,93218E+14;-19.708.099;8.261.765;39.810.944;3;;1654638172127;;
2,93218E+14;-17.960.205;830.246;33.406.372;3;;1654638172132;;
2,93218E+14;-14.728.088;8.394.638;27.468.872;3;;1654638172136;;
2,93218E+14;-0.9963684;8.504.776;22.776.184;3;;1654638172141;;
2,93218E+14;-0.5450592;8.655.609;2.010.666;3;;1654638172146;;
2,93218E+14;-0.13085938;8.750.183;18.598.328;3;;1654638172151;;
2,93218E+14;0.14926147;8.873.489;17.820.129;3;;1654638172156;;
2,93218E+14;0.21749878;9.026.718;18.107.452;3;;1654638172161;;
2,93218E+14;0.17201233;9.157.196;19.532.013;3;;1654638172166;;
2,93218E+14;0.046310425;9.231.415;21.567.078;3;;1654638172171;;
2,93218E+14;-0.037490845;92.816.925;24.093.018;3;;1654638172176;;
2,93218E+14;0.0020141602;9.389.435;28.306.732;3;;1654638172181;;
2,93218E+14;0.18637085;94.552.765;33.933.105;3;;1654638172186;;
2,93218E+14;0.48205566;9.484.009;40.612.946;3;;1654638172191;;
2,93218E+14;0.7885132;9.446.899;47.807.617;3;;1654638172196;;
2,93218E+14;0.87590027;9.311.615;54.595.184;3;;1654638172201;;
2,93218E+14;0.84716797;9.221.832;60.329.285;3;;1654638172206;;
2,93218E+14;0.8352051;9.199.097;65.823.975;3;;1654638172211;;
2,93218E+14;0.8411865;9.203.888;6.931.946;3;;1654638172215;;
2,93218E+14;0.7944946;9.169.174;7.153.412;3;;1654638172220;;
2,93218E+14;0.6580353;9.140.442;7.202.484;3;;1654638172225;;
2,93218E+14;0.44136047;9.039.886;70.492.554;3;;1654638172230;;
2,93218E+14;0.1923523;8.922.562;6.782.303;3;;1654638172235;;
2,93218E+14;-0.03388977;8.830.383;6.363.327;3;;1654638172240;;
2,93218E+14;-0.05303955;867.955;58.162.537;3;;1654638172245;;
2,93218E+14;0.06906128;8.391.052;538.649;3;;1654638172250;;
2,93218E+14;0.24742126;8.098.953;52.117.157;3;;1654638172255;;
2,93218E+14;0.50120544;79.098.206;5.109.955;3;;1654638172260;;
2,93218E+14;0.7765503;7.800.888;4.955.536;3;;1654638172265;;
2,93218E+14;10.626.526;7.718.277;4.762.802;3;;1654638172270;;
2,93218E+14;14.660.797;75.183.716;44.324.036;3;;1654638172275;;
2,93218E+14;1.815.628;71.987.457;4.169.037;3;;1654638172280;;
2,93218E+14;21.496.124;6.891.083;4.054.123;3;;1654638172285;;
2,93218E+14;2.511.139;6.610.962;41.367.188;3;;1654638172290;;
2,93218E+14;29.444.885;6.445.755;4.395.294;3;;1654638172295;;
2,93218E+14;33.311.615;6.334.427;47.089.233;3;;1654638172299;;
2,93218E+14;33.706.665;61.584.625;50.656.586;3;;1654638172304;;
2,93218E+14;29.995.575;5.804.123;53.589.478;3;;1654638172309;;
2,93218E+14;23.423.462;5.422.241;56.342.926;3;;1654638172314;;
2,93218E+14;16.923.218;50.798.645;5.849.762;3;;1654638172319;;
2,93218E+14;0.926178;4.785.385;59.658.813;3;;1654638172324;;
2,93218E+14;0.120529175;4.579.483;61.286.926;3;;1654638172329;;
2,93218E+14;-0.64201355;44.262.543;6.347.763;3;;1654638172334;;
2,93218E+14;-12.884.521;43.675.995;675.119;3;;1654638172339;;
2,93218E+14;-18.594.666;4.402.313;7.233.612;3;;1654638172344;;
2,93218E+14;-25.346.375;4.476.532;76.035.156;3;;1654638172349;;
2,93218E+14;-33.055.725;4.441.818;78.680.725;3;;1654638172354;;
2,93218E+14;-39.783.478;4.453.781;8.188.904;3;;1654638172359;;
2,93218E+14;-4.449.997;46.094.055;8.300.232;3;;1654638172364;;
2,93218E+14;-48.163.147;48.931.274;8.106.308;3;;1654638172369;;
2,93218E+14;-49.659.424;5.120.575;7.613.098;3;;1654638172374;;
2,93218E+14;-47.684.326;5.298.935;69.942.017;3;;1654638172378;;
2,93218E+14;-43.219.147;53.408.356;64.566.956;3;;1654638172383;;
2,93218E+14;-38.873.596;5.255.844;5.894.058;3;;1654638172388;;
2,93218E+14;-3.367.813;5.185.211;5.513.382;3;;1654638172393;;
2,93218E+14;-26.615.295;5.187.607;5.320.648;3;;1654638172398;;
2,93218E+14;-19.720.001;51.469.116;53.014.984;3;;1654638172403;;
2,93218E+14;-1.414.154;50.403.595;5.514.572;3;;1654638172408;;
2,93218E+14;-0.861084;49.290.314;5.889.267;3;;1654638172413;;
2,93218E+14;-0.390625;4.811.722;6.430.359;3;;1654638172418;;
2,93218E+14;0.00920105;4.717.148;7.178.543;3;;1654638172423;;
2,93218E+14;0.5634613;46.716.614;8.107.498;3;;1654638172428;;
2,93218E+14;1.202.713;45.854.645;9.047.226;3;;1654638172433;;
2,93218E+14;17.258.453;4.435.837;9.947.449;3;;1654638172438;;
2,93218E+14;2.052.658;43.137.207;10.616.623;3;;1654638172443;;
2,93218E+14;23.303.833;4.246.689;11.004.486;3;;1654638172448;;
2,93218E+14;24.488.983;41.233.826;1.086.322;3;;1654638172453;;
2,93218E+14;2.396.225;39.450.226;10.495.712;3;;1654638172458;;
2,93218E+14;2.325.592;37.762.299;10.059.967;3;;1654638172462;;
2,93218E+14;22.789.001;36.888.428;9.588.318;3;;1654638172467;;
2,93218E+14;23.351.746;36.421.509;9.178.909;3;;1654638172472;;
2,93218E+14;2.483.612;36.433.563;8.816.177;3;;1654638172477;;
2,93218E+14;26.428.223;35.631.409;8.533.661;3;;1654638172482;;
2,93218E+14;27.062.683;3.487.732;8.193.695;3;;1654638172487;;
2,93218E+14;27.457.733;336.203;78.321.686;3;;1654638172492;;
2,93218E+14;27.469.788;32.578.888;74.179.688;3;;1654638172497;;
2,93218E+14;26.739.502;31.980.286;6.952.301;3;;1654638172502;;
2,93218E+14;25.362.854;31.465.454;6.483.032;3;;1654638172507;;
2,93218E+14;25.123.444;30.531.769;61.550.293;3;;1654638172512;;
2,93218E+14;25.686.035;29.526.215;60.820.007;3;;1654638172517;;
2,93218E+14;24.824.066;29.729.767;61.753.845;3;;1654638172522;;
2,93218E+14;2.128.067;31.226.044;6.177.765;3;;1654638172527;;
2,93218E+14;15.833.893;3.330.902;6.061.661;3;;1654638172532;;
2,93218E+14;0.96209717;34.613.953;58.904.724;3;;1654638172537;;
2,93218E+14;0.39945984;35.152.588;5.798.294;3;;1654638172541;;
2,93218E+14;-0.06741333;3.606.247;5.652.252;3;;1654638172546;;
2,93218E+14;-0.5558319;37.199.707;56.498.566;3;;1654638172551;;
2,93218E+14;-0.97242737;3.800.171;5.834.198;3;;1654638172556;;
2,93218E+14;-12.944.336;38.528.442;6.158.615;3;;1654638172561;;
2,93218E+14;-15.614.014;3.942.627;65.189.514;3;;1654638172566;;
2,93218E+14;-17.277.985;40.479.736;67.930.756;3;;1654638172571;;
2,93218E+14;-17.900.391;4.222.748;69.894.104;3;;1654638172576;;
2,93218E+14;-18.558.807;4.262.253;70.839.844;3;;1654638172581;;
2,93218E+14;-18.498.993;4.244.293;71.366.577;3;;1654638172586;;
2,93218E+14;-17.325.745;4.263.443;7.130.661;3;;1654638172591;;
2,93218E+14;-16.224.518;42.921.753;70.779.877;3;;1654638172596;;
2,93218E+14;-15.398.407;4.405.899;69.175.873;3;;1654638172601;;
2,93218E+14;-1.405.777;45.256.195;6.738.022;3;;1654638172606;;
2,93218E+14;-12.274.017;46.477.203;6.703.293;3;;1654638172611;;
2,93219E+14;-10.083.313;47.590.485;66.338.654;3;;1654638172616;;
2,93219E+14;-0.8515167;4.796.158;661.351;3;;1654638172621;;
2,93219E+14;-0.7988434;4.797.348;65.033.875;3;;1654638172625;;
2,93219E+14;-0.84672546;47.362.976;6.265.167;3;;1654638172630;;
2,93219E+14;-1.034.668;47.315.216;59.694.824;3;;1654638172635;;
2,93219E+14;-1.256.134;4.768.631;5.727.661;3;;1654638172640;;
2,93219E+14;-14.309.082;4.832.077;5.442.749;3;;1654638172645;;
2,93219E+14;-16.439.972;4.867.981;5.157.837;3;;1654638172650;;
2,93219E+14;-18.379.211;4.945.801;48.789.215;3;;1654638172655;;
2,93219E+14;-19.720.001;50.128.326;46.071.777;3;;1654638172660;;
2,93219E+14;-20.917.053;50.798.645;440.007;3;;1654638172665;;
2,93219E+14;-21.431.885;5.184.021;4.343.811;3;;1654638172670;;
2,93219E+14;-19.863.586;53.516.083;4.391.693;3;;1654638172675;;
2,93219E+14;-16.332.245;5.551.529;43.330.383;3;;1654638172680;;
2,93219E+14;-11.208.649;56.963.806;43.138.885;3;;1654638172685;;
2,93219E+14;-0.6396332;57.155.304;431.987;3;;1654638172690;;
2,93219E+14;-0.10571289;5.679.611;431.868;3;;1654638172695;;
2,93219E+14;0.37312317;5.592.224;4.323.456;3;;1654638172700;;
2,93219E+14;0.77175903;55.227.966;4.390.503;3;;1654638172705;;
2,93219E+14;11.093.445;54.473.877;45.545.044;3;;1654638172709;;
2,93219E+14;13.200.226;54.354.095;4.731.674;3;;1654638172714;;
2,93219E+14;11.907.349;53.372.498;48.753.204;3;;1654638172719;;
2,93219E+14;0.7693634;52.127.533;4.999.832;3;;1654638172724;;
2,93219E+14;0.23066711;51.074.066;50.884.094;3;;1654638172729;;
2,93219E+14;-0.27331543;51.983.795;5.336.212;3;;1654638172734;;
2,93219E+14;-0.69828796;54.461.823;5.751.602;3;;1654638172739;;
2,93219E+14;-11.699.371;5.666.443;61.442.566;3;;1654638172744;;
2,93219E+14;-17.924.347;5.726.303;6.572.815;3;;1654638172749;;
2,93219E+14;-25.741.425;5.658.066;6.921.173;3;;1654638172754;;
2,93219E+14;-3.256.485;5.527.588;7.142.639;3;;1654638172759;;
2,93219E+14;-37.604.675;5.472.519;73.461.456;3;;1654638172764;;
2,93219E+14;-38.813.782;54.437.866;7.625.061;3;;1654638172769;;
2,93219E+14;-37.496.948;5.342.041;8.038.071;3;;1654638172774;;
2,93219E+14;-35.150.604;5.042.755;8.345.718;3;;1654638172779;;
2,93219E+14;-33.031.769;4.595.047;8.557.602;3;;1654638172784;;
2,93219E+14;-2.896.164;4.156.906;8.773.087;3;;1654638172788;;
2,93219E+14;-23.574.677;3.880.371;9.060.394;3;;1654638172793;;
2,93219E+14;-17.732.849;36.708.832;9.563.171;3;;1654638172798;;
2,93219E+14;-1.192.688;35.248.413;10.231.155;3;;1654638172803;;
2,93219E+14;-0.7796936;33.560.486;11.012.863;3;;1654638172808;;
2,93219E+14;-0.6743469;31.262.054;11.617.401;3;;1654638172813;;
2,93219E+14;-0.7521515;29.059.296;12.123.779;3;;1654638172818;;
2,93219E+14;-0.76412964;26.748.962;12.686.417;3;;1654638172823;;
2,93219E+14;-0.6348419;23.121.796;13.190.384;3;;1654638172828;;
2,93219E+14;-0.33555603;2.002.121;13.521.988;3;;1654638172833;;
2,93219E+14;0.18397522;18.058.014;13.821.259;3;;1654638172838;;
2,93219E+14;0.80407715;16.082.764;14.011.597;3;;1654638172843;;
2,93219E+14;13.331.909;13.688.507;13.996.033;3;;1654638172848;;
2,93219E+14;17.342.224;10.947.266;13.782.959;3;;1654638172853;;
2,93219E+14;20.742.035;0.7798767;13.444.168;3;;1654638172858;;
2,93219E+14;2.590.149;0.5883484;13.070.679;3;;1654638172863;;
2,93219E+14;31.803.284;0.47103882;12.745.071;3;;1654638172868;;
2,93219E+14;3.756.134;0.30464172;12.479.309;3;;1654638172872;;
2,93219E+14;40.829.315;0.10472107;12.273.407;3;;1654638172877;;
2,93219E+14;3.823.166;-0.14427185;12.197.998;3;;1654638172882;;
2,93219E+14;33.084.106;-0.24124146;12.187.225;3;;1654638172887;;
2,93219E+14;30.223.083;-0.24603271;12.071.106;3;;1654638172892;;
2,93219E+14;3.147.995;-0.39567566;12.285.385;3;;1654638172897;;
2,93219E+14;37.034.607;-0.6302948;12.810.913;3;;1654638172902;;
2,93219E+14;44.660.034;-0.8900757;13.498.047;3;;1654638172907;;
2,93219E+14;53.243.256;-1.061.264;14.073.853;3;;1654638172912;;
2,93219E+14;6.267.639;-11.582.184;14.534.729;3;;1654638172917;;
2,93219E+14;7.108.017;-13.713.074;1.487.471;3;;1654638172922;;
2,93219E+14;76.874.084;-16.801.605;14.922.592;3;;1654638172927;;
2,93219E+14;79.687.195;-1.978.241;14.612.549;3;;1654638172932;;
2,93219E+14;7.971.115;-2.330.185;13.987.656;3;;1654638172937;;
2,93219E+14;77.041.626;-268.573;13.051.529;3;;1654638172942;;
2,93219E+14;7.167.862;-29.790.192;12.140.533;3;;1654638172947;;
2,93219E+14;6.586.075;-31.442.108;11.368.408;3;;1654638172951;;
2,93219E+14;61.335.754;-32.531.433;10.757.874;3;;1654638172956;;
2,93219E+14;56.678.925;-34.794.006;10.464.584;3;;1654638172961;;
2,93219E+14;51.567.383;-38.780.365;10.657.318;3;;1654638172966;;
2,93219E+14;48.215.485;-41.030.884;11.371.994;3;;1654638172971;;
2,93219E+14;4.744.934;-4.045.624;124.410.095;3;;1654638172976;;
2,93219E+14;482.753;-39.331.055;136.189.575;3;;1654638172981;;
2,93219E+14;5.005.905;-37.966.309;14.823.242;3;;1654638172986;;
2,93219E+14;524.292;-36.230.469;15.913.788;3;;1654638172991;;
2,93219E+14;55.410.004;-34.434.814;16.766.129;3;;1654638172996;;
2,93219E+14;5.890.564;-33.309.631;17.313.202;3;;1654638173001;;
2,93219E+14;629.158;-31.909.027;17.499.954;3;;1654638173006;;
2,93219E+14;6.507.065;-31.705.475;17.392.212;3;;1654638173011;;
2,93219E+14;66.447.296;-31.262.512;16.907.394;3;;1654638173016;;
2,93219E+14;6.693.817;-3.061.615;16.169.968;3;;1654638173021;;
2,93219E+14;6.757.263;-2.911.972;1.522.905;3;;1654638173026;;
2,93219E+14;67.560.577;-28.497.314;14.148.071;3;;1654638173031;;
2,93219E+14;6.748.886;-27.324.066;13.028.778;3;;1654638173035;;
2,93219E+14;6.793.167;-2.560.028;11.960.968;3;;1654638173040;;
2,93219E+14;6.934.433;-23.373.718;11.101.456;3;;1654638173045;;
2,93219E+14;7.298.355;-21.063.232;105.950.775;3;;1654638173050;;
2,93219E+14;7.789.154;-18.884.583;10.350.861;3;;1654638173055;;
2,93219E+14;8.210.541;-17.232.513;10.296.997;3;;1654638173060;;
2,93219E+14;8.447.571;-15.855.865;10.506.485;3;;1654638173065;;
2,93219E+14;8.495.453;-14.910.126;10.806.961;3;;1654638173070;;
2,93219E+14;8.355.392;-13.401.794;11.155.319;3;;1654638173075;;
2,93219E+14;8.191.391;-12.132.874;1.145.459;3;;1654638173080;;
2,93219E+14;78.933.105;-11.259.003;11.582.687;3;;1654638173085;;
2,93219E+14;74.264.374;-1.018.158;11.725.143;3;;1654638173090;;
2,93219E+14;6.951.187;-0.94992065;11.817.322;3;;1654638173095;;
2,93219E+14;6.496.292;-0.9080353;11.858.017;3;;1654638173100;;
2,93219E+14;60.425.873;-0.8541565;12.012.436;3;;1654638173105;;
2,93219E+14;5.677.475;-0.8218384;12.259.048;3;;1654638173110;;
2,93219E+14;5.357.849;-0.76197815;12.591.843;3;;1654638173115;;
2,93219E+14;5.080.124;-0.6985321;12.892.303;3;;1654638173119;;
2,93219E+14;4.756.897;-0.6961365;13.118.561;3;;1654638173124;;
2,93219E+14;43.977.814;-0.7966919;13.176.025;3;;1654638173129;;
2,93219E+14;41.978.607;-0.923584;13.116.165;3;;1654638173134;;
2,93219E+14;4.243.347;-10.349.274;13.039.551;3;;1654638173139;;
2,93219E+14;4.269.684;-1.097.168;1.283.844;3;;1654638173144;;
2,93219E+14;41.416.016;-10.804.138;1.258.107;3;;1654638173149;;
2,93219E+14;38.890.076;-11.091.461;12.277.008;3;;1654638173154;;
2,93219E+14;3.543.045;-11.079.407;118.520.355;3;;1654638173159;;
2,93219E+14;31.887.054;-10.457.001;11.412.689;3;;1654638173164;;
2,93219E+14;285.112;-0.83021545;1.088.118;3;;1654638173169;;
2,93219E+14;25.877.533;-0.5177765;10.294.601;3;;1654638173174;;
2,93219E+14;23.471.375;-0.22567749;9.687.668;3;;1654638173179;;
2,93219E+14;21.137.085;0.01852417;9.131.027;3;;1654638173184;;
2,93219E+14;19.628.754;0.28070068;866.774;3;;1654638173189;;
2,93219E+14;1.910.202;0.60510254;8.248.764;3;;1654638173194;;
2,93219E+14;1.910.202;0.90678406;791.716;3;;1654638173198;;
