t;x;y;z;a;;;;
2,93216E+14;45.019.226;-30.652.008;18.346.298;3;;1654638169751;;
2,93216E+14;49.005.585;-29.610.596;16.519.531;3;;1654638169756;;
2,93216E+14;52.884.216;-27.647.247;14.843.582;3;;1654638169760;;
2,93216E+14;56.236.115;-25.863.647;13.336.441;3;;1654638169765;;
2,93216E+14;59.276.733;-24.008.179;12.005.264;3;;1654638169770;;
2,93216E+14;6.092.865;-21.506.195;10.893.158;3;;1654638169775;;
2,93216E+14;6.214.966;-18.944.397;9.985.748;3;;1654638169780;;
2,93216E+14;64.196.777;-16.286.774;9.430.298;3;;1654638169785;;
2,93216E+14;6.583.679;-15.017.853;9.213.623;3;;1654638169790;;
2,93216E+14;6.678.253;-14.814.453;9.165.741;3;;1654638169795;;
2,93216E+14;67.632.446;-1.492.218;931.897;3;;1654638169800;;
2,93216E+14;68.302.765;-14.910.126;9.567.963;3;;1654638169805;;
2,93216E+14;67.907.715;-14.215.851;9.663.727;3;;1654638169810;;
2,93216E+14;65.405.884;-13.329.926;9.724.777;3;;1654638169815;;
2,93216E+14;60.114.594;-13.437.653;9.964.203;3;;1654638169820;;
2,93216E+14;5.388.977;-15.401.001;10.399.948;3;;1654638169825;;
2,93216E+14;4.756.897;-16.885.376;11.083.496;3;;1654638169830;;
2,93216E+14;41.775.055;-17.460.022;1.183.049;3;;1654638169835;;
2,93216E+14;34.999.542;-18.645.172;124.218.445;3;;1654638169839;;
2,93216E+14;2.835.556;-19.399.261;12.822.876;3;;1654638169844;;
2,93216E+14;24.871.979;-18.848.572;13.052.719;3;;1654638169849;;
2,93216E+14;27.373.962;-17.436.066;13.301.712;3;;1654638169854;;
2,93216E+14;3.464.035;-14.634.857;13.487.274;3;;1654638169859;;
2,93216E+14;4.322.357;-1.310.257;13.526.779;3;;1654638169864;;
2,93216E+14;50.382.233;-13.880.615;13.514.801;3;;1654638169869;;
2,93216E+14;56.559.296;-14.694.672;13.389.114;3;;1654638169874;;
2,93216E+14;623.053;-1.413.208;13.390.305;3;;1654638169879;;
2,93216E+14;6.700.989;-13.665.161;13.556.702;3;;1654638169884;;
2,93216E+14;6.985.901;-1.334.198;13.743.454;3;;1654638169889;;
2,93216E+14;69.954.834;-13.222.198;13.890.686;3;;1654638169894;;
2,93216E+14;6.768.036;-13.222.198;14.024.765;3;;1654638169899;;
2,93216E+14;63.825.684;-12.887.115;14.066.666;3;;1654638169904;;
2,93216E+14;5.867.813;-12.659.607;14.185.181;3;;1654638169909;;
2,93216E+14;52.608.795;-13.353.882;14.356.369;3;;1654638169914;;
2,93216E+14;4.737.747;-13.150.482;14.513.184;3;;1654638169919;;
2,93216E+14;42.517.242;-12.192.688;1.461.853;3;;1654638169923;;
2,93216E+14;36.483.917;-11.127.319;14.740.631;3;;1654638169928;;
2,93216E+14;2.882.248;-10.732.269;14.614.944;3;;1654638169933;;
2,93216E+14;2.095.749;-0.96788025;14.286.926;3;;1654638169938;;
2,93216E+14;14.576.874;-0.71170044;13.835.632;3;;1654638169943;;
2,93216E+14;0.9608917;-0.42559814;13.374.741;3;;1654638169948;;
2,93216E+14;0.629303;-0.14427185;1.293.541;3;;1654638169953;;
2,93216E+14;0.3575592;0.06640625;12.497.269;3;;1654638169958;;
2,93216E+14;0.16482544;0.2842865;12.031.601;3;;1654638169963;;
2,93216E+14;0.09060669;0.49975586;1.155.275;3;;1654638169968;;
2,93216E+14;0.13369751;0.74516296;11.120.605;3;;1654638169973;;
2,93216E+14;0.1301117;10.073.395;10.737.534;3;;1654638169978;;
2,93216E+14;-0.1739502;12.934.418;10.335.297;3;;1654638169983;;
2,93216E+14;-0.7054596;1.547.226;9.815.765;3;;1654638169988;;
2,93216E+14;-11.735.382;18.093.872;9.273.468;3;;1654638169993;;
2,93216E+14;-15.949.097;21.373.901;8.606.689;3;;1654638169998;;
2,93216E+14;-18.822.174;24.893.494;78.249.817;3;;1654638170002;;
2,93216E+14;-2.106.079;27.000.275;71.210.938;3;;1654638170007;;
2,93216E+14;-22.353.668;28.532.562;6.580.002;3;;1654638170012;;
2,93216E+14;-22.880.402;30.268.402;62.891.083;3;;1654638170017;;
2,93216E+14;-2.243.744;32.255.554;61.358.795;3;;1654638170022;;
2,93216E+14;-21.982.574;34.278.717;60.604.553;3;;1654638170027;;
2,93216E+14;-2.078.537;3.658.905;59.383.545;3;;1654638170032;;
2,93216E+14;-2.039.032;38.588.257;59.395.447;3;;1654638170037;;
2,93216E+14;-2.220.993;39.246.674;6.110.733;3;;1654638170042;;
2,93216E+14;-2.422.104;39.366.455;6.541.687;3;;1654638170047;;
2,93216E+14;-25.753.326;4.128.174;71.725.616;3;;1654638170052;;
2,93216E+14;-264.357;43.687.897;7.750.763;3;;1654638170057;;
2,93216E+14;-2.509.491;45.100.555;8.069.199;3;;1654638170062;;
2,93216E+14;-23.383.179;45.136.414;79.985.657;3;;1654638170067;;
2,93216E+14;-2.157.547;4.492.096;7.608.307;3;;1654638170072;;
2,93216E+14;-2.003.128;45.543.365;7.032.501;3;;1654638170077;;
2,93216E+14;-18.870.087;4.689.621;64.734.497;3;;1654638170082;;
2,93216E+14;-18.439.026;48.572.083;5.877.304;3;;1654638170086;;
2,93216E+14;-19.324.951;5.014.023;5.284.729;3;;1654638170091;;
2,93216E+14;-19.743.958;51.504.974;4.706.543;3;;1654638170096;;
2,93216E+14;-17.804.565;53.731.537;39.164.429;3;;1654638170101;;
2,93216E+14;-15.494.232;54.713.287;2.924.057;3;;1654638170106;;
2,93216E+14;-13.411.255;54.198.456;21.028.442;3;;1654638170111;;
2,93216E+14;-11.974.792;54.701.233;14.707.794;3;;1654638170116;;
2,93216E+14;-10.957.184;56.604.614;10.589.752;3;;1654638170121;;
2,93216E+14;-0.8670807;58.424.225;0.7429352;3;;1654638170126;;
2,93216E+14;-0.7306061;5.994.461;0.57055664;3;;1654638170131;;
2,93216E+14;-0.68151855;6.152.466;0.5406189;3;;1654638170136;;
2,93216E+14;-0.524704;6.286.545;0.57414246;3;;1654638170141;;
2,93216E+14;-0.36428833;6.397.873;0.78842163;3;;1654638170146;;
2,93216E+14;-0.38105774;6.512.802;0.96798706;3;;1654638170151;;
2,93216E+14;-0.38703918;6.567.871;10.721.436;3;;1654638170156;;
2,93216E+14;-0.32598877;65.930.023;12.397.308;3;;1654638170161;;
2,93216E+14;-0.32000732;6.670.822;1.398.941;3;;1654638170166;;
2,93216E+14;-0.38345337;6.745.041;1.556.961;3;;1654638170170;;
2,93216E+14;-0.5127411;67.665.863;16.766.663;3;;1654638170175;;
2,93216E+14;-0.65159607;6.808.487;18.765.869;3;;1654638170180;;
2,93216E+14;-0.7940521;68.779.144;22.057.953;3;;1654638170185;;
2,93216E+14;-0.8491211;69.485.474;25.194.397;3;;1654638170190;;
2,93216E+14;-0.8311615;69.856.567;27.552.643;3;;1654638170195;;
2,93216E+14;-0.7796936;7.002.411;2.920.456;3;;1654638170200;;
2,93216E+14;-0.64082336;6.986.847;30.497.437;3;;1654638170205;;
2,93216E+14;-0.45767212;69.880.524;3.126.358;3;;1654638170210;;
2,93216E+14;-0.30323792;70.215.607;3.150.299;3;;1654638170215;;
2,93216E+14;-0.114105225;70.443.115;31.826.324;3;;1654638170220;;
2,93216E+14;0.07385254;70.239.563;317.305;3;;1654638170225;;
2,93216E+14;0.3180542;7.022.766;30.605.164;3;;1654638170230;;
2,93216E+14;0.52993774;6.947.342;28.330.688;3;;1654638170235;;
2,93216E+14;0.7095032;6.897.064;25.589.294;3;;1654638170240;;
2,93216E+14;0.8818817;6.844.391;23.183.136;3;;1654638170245;;
2,93216E+14;12.110.901;6.785.736;20.537.567;3;;1654638170249;;
2,93216E+14;15.953.674;67.330.627;18.023.682;3;;1654638170254;;
2,93216E+14;2.064.621;67.163.086;1.603.653;3;;1654638170259;;
2,93216E+14;2.629.654;6.746.231;14.061.279;3;;1654638170264;;
2,93216E+14;3.040.268;68.455.963;1.172.699;3;;1654638170269;;
2,93216E+14;32.042.694;6.974.884;0.8339081;3;;1654638170274;;
2,93216E+14;31.851.044;70.443.115;0.5573883;3;;1654638170279;;
2,93216E+14;30.905.457;7.070.648;0.39816284;3;;1654638170284;;
2,93216E+14;30.594.177;7.094.589;0.29760742;3;;1654638170289;;
2,93216E+14;31.025.085;71.005.707;0.2617035;3;;1654638170294;;
2,93216E+14;33.670.654;71.388.855;0.12043762;3;;1654638170299;;
2,93216E+14;38.530.884;71.664.124;-0.13453674;3;;1654638170304;;
2,93216E+14;4.377.426;71.544.495;-0.41226196;3;;1654638170309;;
2,93216E+14;4.894.577;70.838.165;-0.7103424;3;;1654638170314;;
2,93216E+14;5.282.425;69.653.015;-0.9844818;3;;1654638170319;;
2,93216E+14;55.996.704;67.641.907;-10.132.141;3;;1654638170324;;
2,93216E+14;58.702.087;66.205.444;-0.8396301;3;;1654638170329;;
2,93216E+14;58.582.306;64.780.884;-0.6409149;3;;1654638170333;;
2,93216E+14;54.177.094;6.334.427;-0.44099426;3;;1654638170338;;
2,93216E+14;46.276.245;6.263.809;-0.3703766;3;;1654638170343;;
2,93216E+14;35.777.588;61.895.905;-0.42782593;3;;1654638170348;;
2,93216E+14;23.399.506;60.650.787;-0.5774689;3;;1654638170353;;
2,93216E+14;1.178.772;59.094.543;-0.5607147;3;;1654638170358;;
2,93216E+14;0.12413025;5.750.244;-0.3344574;3;;1654638170363;;
2,93216E+14;-0.78567505;5.539.551;0.011505127;3;;1654638170368;;
2,93216E+14;-14.081.726;54.282.227;0.5214691;3;;1654638170373;;
2,93216E+14;-18.115.845;53.875.275;0.983551;3;;1654638170378;;
2,93216E+14;-2.034.256;53.097.076;13.211.365;3;;1654638170383;;
2,93216E+14;-21.228.333;51.816.254;17.808.228;3;;1654638170388;;
2,93216E+14;-21.527.557;50.559.235;2.350.647;3;;1654638170393;;
2,93216E+14;-20.330.505;49.757.233;30.437.622;3;;1654638170398;;
2,93216E+14;-18.582.764;49.481.964;37.931.519;3;;1654638170403;;
2,93216E+14;-15.913.239;48.619.995;4.568.863;3;;1654638170408;;
2,93216E+14;-11.914.825;47.243.347;5.312.271;3;;1654638170412;;
2,93216E+14;-0.84313965;46.165.924;603.891;3;;1654638170417;;
2,93216E+14;-0.5426636;4.516.037;6.866.104;3;;1654638170422;;
2,93216E+14;-0.4840088;4.421.463;76.573.944;3;;1654638170427;;
2,93216E+14;-0.856308;43.484.344;8.440.292;3;;1654638170432;;
2,93216E+14;-13.973.846;4.362.808;9.126.236;3;;1654638170437;;
2,93216E+14;-18.271.484;4.361.603;9.494.934;3;;1654638170442;;
2,93216E+14;-20.162.964;42.885.895;961.705;3;;1654638170447;;
2,93216E+14;-20.510.101;4.100.647;9.602.676;3;;1654638170452;;
2,93216E+14;-20.043.182;3.816.925;9.390.793;3;;1654638170457;;
2,93216E+14;-1.979.187;35.799.103;8.969.406;3;;1654638170462;;
2,93216E+14;-19.181.366;33.596.344;8.381.638;3;;1654638170467;;
2,93216E+14;-22.030.334;30.052.948;7.671.753;3;;1654638170472;;
2,93216E+14;-27.082.214;26.736.908;7.110.321;3;;1654638170477;;
2,93216E+14;-27.956.085;27.515.106;68.050.537;3;;1654638170482;;
2,93216E+14;-24.640.045;2.874.817;61.717.834;3;;1654638170487;;
2,93216E+14;-22.090.302;27.131.958;53.852.844;3;;1654638170492;;
2,93216E+14;-23.562.622;22.104.187;4.828.644;3;;1654638170496;;
2,93216E+14;-27.273.712;16.944.733;4.541.336;3;;1654638170501;;
2,93216E+14;-30.805.206;12.922.363;47.364.655;3;;1654638170506;;
2,93216E+14;-34.336.548;0.9702301;5.204.529;3;;1654638170511;;
2,93216E+14;-39.472.198;0.6422119;5.714.493;3;;1654638170516;;
2,93216E+14;-44.296.417;0.46025085;6.636.261;3;;1654638170521;;
2,93216E+14;-46.463.165;0.3070221;7.845.337;3;;1654638170526;;
2,93216E+14;-4.488.312;0.16816711;8.987.366;3;;1654638170531;;
2,93216E+14;-41.327.667;-0.028152466;1.013.179;3;;1654638170536;;
2,93216E+14;-36.060.486;-0.2927246;1.119.841;3;;1654638170541;;
2,93216E+14;-28.674.316;-0.47348022;12.001.663;3;;1654638170546;;
2,93216E+14;-21.084.747;-0.5764313;12.472.122;3;;1654638170551;;
2,93216E+14;-15.398.407;-0.7260742;12.831.253;3;;1654638170556;;
2,93216E+14;-10.885.468;-0.8960571;13.126.938;3;;1654638170561;;
2,93216E+14;-0.782074;-1.002.594;13.221.512;3;;1654638170566;;
2,93216E+14;-0.42893982;-11.199.188;13.347.214;3;;1654638170571;;
2,93216E+14;-0.078186035;-11.342.773;13.468.109;3;;1654638170575;;
2,93216E+14;0.14447021;-11.282.959;1.351.001;3;;1654638170580;;
2,93216E+14;0.18637085;-11.654.053;13.355.591;3;;1654638170585;;
2,93216E+14;0.05947876;-1.215.683;13.114.975;3;;1654638170590;;
2,93216E+14;-0.13923645;-12.635.651;12.965.332;3;;1654638170595;;
2,93216E+14;-0.27690125;-13.006.744;12.785.767;3;;1654638170600;;
2,93216E+14;-0.32478333;-12.480.011;12.539.169;3;;1654638170605;;
2,93216E+14;-0.34155273;-11.247.101;12.221.939;3;;1654638170610;;
2,93217E+14;-0.38224792;-10.037.994;11.885.544;3;;1654638170615;;
2,93217E+14;-0.4073944;-0.8816986;11.477.341;3;;1654638170620;;
2,93217E+14;-0.42175293;-0.8254242;1.105.835;3;;1654638170625;;
2,93217E+14;-0.48280334;-0.8733063;10.711.197;3;;1654638170630;;
2,93217E+14;-0.5366821;-0.9403534;10.414.307;3;;1654638170635;;
2,93217E+14;-0.4947815;-0.93795776;10.142.563;3;;1654638170640;;
2,93217E+14;-0.47084045;-0.9212036;10.019.272;3;;1654638170645;;
2,93217E+14;-0.47084045;-0.87690735;1.003.363;3;;1654638170650;;
2,93217E+14;-0.45167542;-0.7548065;10.093.491;3;;1654638170655;;
2,93217E+14;-0.4073944;-0.65185547;10.295.807;3;;1654638170659;;
2,93217E+14;-0.3176117;-0.4698944;10.632.187;3;;1654638170664;;
2,93217E+14;-0.16557312;-0.28193665;11.047.577;3;;1654638170669;;
2,93217E+14;0.0546875;-0.08682251;1.151.564;3;;1654638170674;;
2,93217E+14;0.2713623;0.07119751;11.885.544;3;;1654638170679;;
2,93217E+14;0.47966003;0.09753418;12.187.225;3;;1654638170684;;
2,93217E+14;0.58621216;0.101135254;12.201.584;3;;1654638170689;;
2,93217E+14;0.5814209;-0.016189575;12.032.791;3;;1654638170694;;
2,93217E+14;0.6029663;-0.18737793;11.717.957;3;;1654638170699;;
2,93217E+14;0.66999817;-0.27835083;11.381.577;3;;1654638170704;;
2,93217E+14;0.7693634;-0.24842834;11.112.228;3;;1654638170709;;
2,93217E+14;0.8172455;-0.06048584;1.082.132;3;;1654638170714;;
2,93217E+14;0.8986511;0.1466217;10.542.404;3;;1654638170719;;
2,93217E+14;11.512.299;0.22084045;10.330.521;3;;1654638170724;;
2,93217E+14;14.086.151;0.02331543;10.245.514;3;;1654638170729;;
2,93217E+14;17.497.864;-0.19096375;10.597.473;3;;1654638170734;;
2,93217E+14;2.231.018;-0.27116394;11.072.723;3;;1654638170739;;
2,93217E+14;30.773.773;-0.27716064;11.677.246;3;;1654638170743;;
2,93217E+14;4.310.379;-0.4016571;12.356.003;3;;1654638170748;;
2,93217E+14;55.601.654;-0.7308502;131.293.335;3;;1654638170753;;
2,93217E+14;6.582.489;-1.057.663;13.939.774;3;;1654638170758;;
2,93217E+14;72.085.724;-12.444.153;145.203.705;3;;1654638170763;;
2,93217E+14;74.623.566;-13.246.155;1.495.491;3;;1654638170768;;
2,93217E+14;73.605.957;-12.899.017;1.527.095;3;;1654638170773;;
2,93217E+14;69.847.107;-11.630.096;15.437.347;3;;1654638170778;;
2,93217E+14;65.657.196;-0.9020386;15.519.943;3;;1654638170783;;
2,93217E+14;61.383.514;-0.51657104;15.504.379;3;;1654638170788;;
2,93217E+14;56.092.377;-0.24961853;15.464.874;3;;1654638170793;;
2,93217E+14;49.963.226;-0.052093506;154.062.195;3;;1654638170798;;
2,93217E+14;43.989.716;0.1645813;15.244.614;3;;1654638170803;;
2,93217E+14;38.890.076;0.38963318;14.933.365;3;;1654638170808;;
2,93217E+14;33.790.436;0.53926086;14.589.798;3;;1654638170813;;
2,93217E+14;28.930.206;0.724823;14.253.418;3;;1654638170818;;
2,93217E+14;24.452.972;10.121.155;13.903.854;3;;1654638170822;;
2,93217E+14;2.107.727;12.826.691;13.438.187;3;;1654638170827;;
2,93217E+14;18.778.839;1.476.593;12.938.995;3;;1654638170832;;
2,93217E+14;18.407.593;1.626.236;12.381.149;3;;1654638170837;;
2,93217E+14;20.861.664;17.938.232;11.668.869;3;;1654638170842;;
2,93217E+14;24.261.475;19.841.614;10.943.436;3;;1654638170847;;
2,93217E+14;28.128.052;21.373.901;10.208.405;3;;1654638170852;;
2,93217E+14;32.006.683;22.774.506;9.436.279;3;;1654638170857;;
2,93217E+14;3.510.727;23.923.798;8.799.423;3;;1654638170862;;
2,93217E+14;37.238.007;24.378.662;8.290.649;3;;1654638170867;;
2,93217E+14;38.937.988;23.636.475;7.980.606;3;;1654638170872;;
2,93217E+14;40.027.313;22.583.008;7.920.746;3;;1654638170877;;
2,93217E+14;4.088.928;21.948.547;8.026.093;3;;1654638170882;;
2,93217E+14;4.109.268;21.505.585;8.309.814;3;;1654638170887;;
2,93217E+14;41.344.147;2.199.646;8.653.381;3;;1654638170892;;
2,93217E+14;4.085.327;22.056.274;9.013.702;3;;1654638170897;;
2,93217E+14;4.064.987;22.583.008;9.481.766;3;;1654638170902;;
2,93217E+14;3.958.435;23.373.108;9.965.393;3;;1654638170906;;
2,93217E+14;36.352.234;2.302.597;10.519.653;3;;1654638170911;;
2,93217E+14;3.321.579;23.073.883;1.090.033;3;;1654638170916;;
2,93217E+14;3.100.113;22.990.112;11.156.509;3;;1654638170921;;
2,93217E+14;28.391.418;2.333.725;11.340.866;3;;1654638170926;;
2,93217E+14;25.063.477;24.785.767;11.446.213;3;;1654638170931;;
2,93217E+14;2.044.281;26.736.908;11.534.805;3;;1654638170936;;
2,93217E+14;13.511.505;2.717.987;11.689.224;3;;1654638170941;;
2,93217E+14;0.56225586;27.227.783;12.036.377;3;;1654638170946;;
2,93217E+14;-0.23739624;27.550.964;12.505.646;3;;1654638170951;;
2,93217E+14;-0.93769836;28.161.469;128.983;3;;1654638170956;;
2,93217E+14;-15.326.691;27.598.877;13.185.608;3;;1654638170961;;
2,93217E+14;-20.737.457;2.515.686;13.325.668;3;;1654638170966;;
2,93217E+14;-25.561.829;21.302.185;1.323.349;3;;1654638170971;;
2,93217E+14;-27.884.216;1.729.187;12.966.537;3;;1654638170976;;
2,93217E+14;-27.561.035;13.652.649;12.862.381;3;;1654638170981;;
2,93217E+14;-24.783.783;10.588.074;12.941.391;3;;1654638170985;;
2,93217E+14;-20.282.593;0.77749634;13.100.601;3;;1654638170990;;
2,93217E+14;-1.508.728;0.49137878;13.506.424;3;;1654638170995;;
2,93217E+14;-10.645.905;0.29985046;14.035.538;3;;1654638171000;;
2,93217E+14;-0.78926086;0.18013;14.540.726;3;;1654638171005;;
2,93217E+14;-0.6001282;0.19329834;14.958.511;3;;1654638171010;;
2,93217E+14;-0.52949524;0.29864502;15.364.319;3;;1654638171015;;
2,93217E+14;-0.524704;0.42793274;15.583.389;3;;1654638171020;;
2,93217E+14;-0.55104065;0.566803;1.558.699;3;;1654638171025;;
2,93217E+14;-0.4983673;0.7463684;15.315.247;3;;1654638171030;;
2,93217E+14;-0.48999023;0.8074188;14.819.641;3;;1654638171035;;
2,93217E+14;-0.42414856;0.72003174;14.144.485;3;;1654638171040;;
2,93217E+14;-0.19789124;0.6529846;13.363.968;3;;1654638171045;;
2,93217E+14;0.23425293;0.80981445;125.403.595;3;;1654638171050;;
2,93217E+14;0.80049133;10.923.309;11.484.528;3;;1654638171055;;
2,93217E+14;12.745.361;14.514.618;10.238.342;3;;1654638171060;;
2,93217E+14;14.277.649;17.806.549;9.019.684;3;;1654638171065;;
2,93217E+14;13.942.413;20.823.364;7.913.574;3;;1654638171069;;
2,93217E+14;13.140.411;2.421.112;7.099.533;3;;1654638171074;;
2,93217E+14;11.117.249;2.828.125;6.398.041;3;;1654638171079;;
2,93217E+14;0.7837219;31.609.192;5.956.314;3;;1654638171084;;
2,93217E+14;0.2677765;34.422.302;58.126.526;3;;1654638171089;;
2,93217E+14;-0.2601471;38.133.392;5.841.385;3;;1654638171094;;
2,93217E+14;-0.6504059;42.730.255;6.026.932;3;;1654638171099;;
2,93217E+14;-10.681.915;4.551.956;6.261.566;3;;1654638171104;;
2,93217E+14;-15.997.009;47.267.303;6.524.933;3;;1654638171109;;
2,93217E+14;-21.743.164;4.969.742;6.766.739;3;;1654638171114;;
2,93217E+14;-25.382.233;5.295.349;69.510.956;3;;1654638171119;;
2,93217E+14;-28.434.906;5.567.093;71.474.304;3;;1654638171124;;
2,93217E+14;-30.577.698;57.239.075;7.331.772;3;;1654638171129;;
2,93217E+14;-32.540.894;58.340.454;7.575.989;3;;1654638171134;;
2,93217E+14;-3.343.872;59.214.325;7.783.081;3;;1654638171139;;
2,93217E+14;-33.319.092;6.011.215;79.303.284;3;;1654638171144;;
2,93217E+14;-32.971.954;6.116.562;8.016.525;3;;1654638171149;;
2,93217E+14;-32.708.588;61.069.794;8.123.062;3;;1654638171153;;
2,93217E+14;-3.284.027;6.037.552;8.224.808;3;;1654638171158;;
2,93217E+14;-33.462.677;6.073.471;8.388.824;3;;1654638171163;;
2,93217E+14;-35.473.785;6.172.821;8.563.599;3;;1654638171168;;
2,93217E+14;-37.784.271;62.626.038;8.803.009;3;;1654638171173;;
2,93217E+14;-39.388.428;6.429.001;9.117.859;3;;1654638171178;;
2,93217E+14;-39.819.336;6.516.388;92.603;3;;1654638171183;;
2,93217E+14;-38.706.055;65.750.427;9.285.446;3;;1654638171188;;
2,93217E+14;-35.054.932;66.408.844;9.229.187;3;;1654638171193;;
2,93217E+14;-29.009.552;67.270.813;8.980.179;3;;1654638171198;;
2,93217E+14;-21.838.837;67.953.186;8.549.225;3;;1654638171203;;
2,93217E+14;-14.560.547;6.891.083;8.052.429;3;;1654638171208;;
2,93217E+14;-0.782074;69.928.436;74.610.596;3;;1654638171213;;
2,93217E+14;-0.14163208;71.316.986;68.361.816;3;;1654638171218;;
2,93217E+14;0.3970642;72.490.234;6.244.812;3;;1654638171223;;
2,93217E+14;0.84477234;737.471;57.528.076;3;;1654638171228;;
2,93217E+14;11.272.888;74.872.437;5.256.012;3;;1654638171232;;
2,93217E+14;13.715.057;75.231.476;47.651.978;3;;1654638171237;;
2,93217E+14;1.530.716;74.752.655;43.845.215;3;;1654638171242;;
2,93217E+14;16.169.128;7.422.592;416.066;3;;1654638171247;;
2,93217E+14;16.839.447;75.028.076;40.062.256;3;;1654638171252;;
2,93217E+14;16.815.491;7.477.661;3.873.352;3;;1654638171257;;
2,93217E+14;17.425.995;7.448.929;3.754.837;3;;1654638171262;;
2,93217E+14;18.479.462;74.010.468;35.321.808;3;;1654638171267;;
2,93217E+14;20.478.668;73.519.745;3.299.942;3;;1654638171272;;
2,93217E+14;2.332.779;73.052.826;28.785.553;3;;1654638171277;;
2,93217E+14;26.248.627;7.247.818;23.530.426;3;;1654638171282;;
2,93217E+14;2.859.497;7.299.301;1.864.624;3;;1654638171287;;
2,93217E+14;30.905.457;73.771.057;13.163.452;3;;1654638171292;;
2,93217E+14;32.880.554;7.445.343;0.8638458;3;;1654638171297;;
2,93217E+14;35.645.905;75.291.443;0.57055664;3;;1654638171302;;
2,93217E+14;38.698.578;7.642.868;0.47956848;3;;1654638171307;;
2,93217E+14;4.013.504;76.811.676;0.6052704;3;;1654638171312;;
2,93217E+14;39.883.728;77.242.737;0.90574646;3;;1654638171316;;
2,93217E+14;39.476.624;76.883.545;1.291.214;3;;1654638171321;;
2,93217E+14;36.819.153;75.865.936;17.353.363;3;;1654638171326;;
2,93217E+14;32.090.454;747.287;21.088.257;3;;1654638171331;;
2,93217E+14;26.069.183;74.597.015;23.877.563;3;;1654638171336;;
2,93217E+14;19.449.158;75.339.203;25.182.343;3;;1654638171341;;
2,93217E+14;12.637.634;75.901.947;25.433.807;3;;1654638171346;;
2,93217E+14;0.57902527;755.188;25.098.572;3;;1654638171351;;
2,93217E+14;0.122924805;74.429.474;23.446.503;3;;1654638171356;;
2,93217E+14;-0.24577332;7.307.678;2.331.482;3;;1654638171361;;
2,93217E+14;-0.47921753;72.023.315;24.152.832;3;;1654638171366;;
2,93217E+14;-0.81440735;7.101.776;25.589.294;3;;1654638171371;;
2,93217E+14;-12.393.799;70.443.115;2.821.106;3;;1654638171376;;
2,93217E+14;-1.711.029;69.329.834;30.413.666;3;;1654638171381;;
2,93217E+14;-22.772.675;6.677.994;33.286.743;3;;1654638171386;;
2,93217E+14;-27.824.402;64.146.423;37.739.868;3;;1654638171391;;
2,93217E+14;-30.410.156;62.267;4.177.414;3;;1654638171395;;
2,93217E+14;-30.050.964;6.037.552;46.095.734;3;;1654638171400;;
2,93217E+14;-28.710.175;58.340.454;5.068.054;3;;1654638171405;;
2,93217E+14;-27.285.614;56.604.614;54.846.497;3;;1654638171410;;
2,93217E+14;-25.741.425;5.455.765;5.841.385;3;;1654638171415;;
2,93217E+14;-2.417.328;52.103.577;60.580.597;3;;1654638171420;;
2,93217E+14;-22.533.112;49.218.597;6.201.721;3;;1654638171425;;
2,93217E+14;-20.773.468;4.662.079;62.472.076;3;;1654638171430;;
2,93217E+14;-19.289.093;4.362.808;6.301.071;3;;1654638171435;;
2,93217E+14;-1.836.731;40.336;6.398.041;3;;1654638171440;;
2,93217E+14;-17.792.664;3.690.033;65.859.833;3;;1654638171445;;
2,93217E+14;-17.277.985;34.003.448;69.894.104;3;;1654638171450;;
2,93217E+14;-16.008.911;31.549.377;7.474.228;3;;1654638171455;;
2,93217E+14;-1.489.563;29.729.767;8.020.111;3;;1654638171460;;
2,93217E+14;-14.823.914;2.740.738;8.716.827;3;;1654638171465;;
2,93217E+14;-18.642.578;25.982.819;9.535.645;3;;1654638171470;;
2,93217E+14;-23.203.583;26.557.465;1.022.757;3;;1654638171475;;
2,93217E+14;-25.956.879;28.317.108;10.561.554;3;;1654638171479;;
2,93217E+14;-2.774.063;29.334.717;106.501.465;3;;1654638171484;;
2,93217E+14;-28.782.043;29.107.208;10.566.345;3;;1654638171489;;
2,93217E+14;-2.825.531;28.245.392;10.463.394;3;;1654638171494;;
2,93217E+14;-25.573.883;27.718.658;10.229.965;3;;1654638171499;;
2,93217E+14;-2.161.148;27.383.423;9.879.211;3;;1654638171504;;
2,93217E+14;-17.696.838;27.215.881;9.485.367;3;;1654638171509;;
2,93217E+14;-14.165.497;27.395.325;9.075.958;3;;1654638171514;;
2,93217E+14;-10.610.046;2.757.492;8.593.521;3;;1654638171519;;
2,93217E+14;-0.777298;27.144.012;8.139.816;3;;1654638171524;;
2,93217E+14;-0.40979004;27.060.242;77.244.263;3;;1654638171529;;
2,93217E+14;0.02835083;26.916.504;74.562.836;3;;1654638171534;;
2,93217E+14;0.50720215;2.733.551;74.012.146;3;;1654638171539;;
2,93217E+14;0.9477234;2.702.423;7.319.809;3;;1654638171544;;
2,93217E+14;12.350.311;25.659.637;71.318.665;3;;1654638171549;;
2,93217E+14;14.624.786;23.804.016;67.176.666;3;;1654638171554;;
2,93217E+14;17.689.362;21.804.962;6.206.497;3;;1654638171558;;
2,93217E+14;20.933.533;1.926.712;570.253;3;;1654638171563;;
2,93217E+14;2.380.661;17.076.416;52.715.607;3;;1654638171568;;
2,93217E+14;26.679.688;16.334.229;51.195.374;3;;1654638171573;;
2,93217E+14;28.630.981;16.166.534;5.157.837;3;;1654638171578;;
